UniqueCount	AmbigCount
1	61
2	34
1	61
4	58
35	726
91	356
208	740
0	652
52	15
1991	5968
0	654
1231	111
19	11
0	0
0	0
75	50
2	36
22	26
2	21
0	1
0	8
13	12
6	9
0	0
0	0
2	40
0	0
0	4
0	6
1	4
0	3
0	3
0	2
0	0
5	0
4	149
0	0
10	58
0	1
8	1
56	50
2	22
4	0
0	1
2	0
12	7
14	11
0	0
4	21
1	23
0	4
57	113
11	133
1	20
11	61
0	0
0	30
1	35
0	0
7	1
0	0
8	1
3	1
2	3
0	18
13	7
0	12
5	28
0	14
0	4
0	0
0	0
12	44
0	30
1	31
2	39
1	0
0	1
0	0
23	48
8	1
0	2
2	0
0	118
41	130
6	5
45	209
1	6
32	193
1	107
0	87
0	2
20	13
6	5
4	1
3	189
0	54
1	109
11	3
2	3
0	55
0	1
0	26
0	0
0	0
13	2
6	48
1	761
165	1145
3	470
0	111
5	197
9	465
1	1
0	6
12502	1332
8	2
0	2
4	6
12	2
0	2
0	3
2	11
1	1
0	0
0	0
0	0
0	0
3	8
2	4
1	0
1	0
3	0
2	550
12	694
47	5
98	2
1	5
1	40
0	16
28	652
0	635
19	9
2	6
1	0
6	5
2	210
4	52
7	65
0	167
32	171
0	159
0	0
0	83
0	55
8	1
4	77
4	100
0	0
0	85
1	2
0	85
0	0
2	0
526	0
0	422
0	391
0	433
0	402
5	1
8	376
0	1
33	1532
13	857
4	0
0	0
0	0
0	0
0	0
44	0
1	0
4	0
5	2
0	0
1	0
0	0
0	0
1	4
1	1
10	4
0	0
0	0
3	10
2	2
1	1
7	0
1	0
0	0
0	41
0	95
0	108
0	54
1	6
0	5
1	0
0	0
0	0
4	5
6	1
1	0
0	0
8	0
1	1
3	0
0	0
17	0
5	6
0	4
8	52
0	0
1	0
0	2
4	6
1	0
0	9
0	0
0	0
0	5
2	0
245	208
3	494
9	474
8	0
0	2
0	0
0	0
7	0
1	1
2	1
32	3
34	17
2	3
8	2
19	23
0	0
0	0
0	0
13	2
7	1
3	0
0	0
0	0
0	0
0	0
0	0
2	10
0	0
0	10
0	4
5	6
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	144
41	296
0	0
0	4
0	0
2	2
0	0
0	0
1	0
12	3
43	0
0	166
1	211
7	15
0	0
34	11
0	0
0	0
3	1
0	0
0	0
0	0
0	5
1	1
20	28
0	0
9	0
10	1
1	0
237	2
39	0
0	0
0	0
0	0
0	0
0	0
2	3
0	0
0	1
2	0
0	0
1	0
0	0
0	2
1	0
0	1
0	0
0	8
0	17
7	6
0	0
0	44
4	1
299	176
0	0
1	1
15	0
0	0
0	0
1	1
0	1
14	7
0	0
4	0
232	7
0	0
0	0
5	1
4	1
0	2
0	1
0	0
0	0
0	0
2	8
0	1
0	1
3	0
9	35
1	0
9	2
8	0
0	0
0	7
2	7
0	1
14	0
0	0
1	0
1	2
14	6
0	0
0	0
0	0
0	0
0	2
1	0
12	0
37	66
19	9
2	11
0	30
2	4
32	39
0	27
0	0
0	0
1	1
14	2
6	5
12	3
1	2
0	0
12	2
2	2
1	0
2	6
9	0
1	1
2	1
2	3
5	3
0	0
10	0
0	0
30	18
60	9
0	4
6	1
449	175
0	4
0	154
65	20
12	57
0	4
1	2
8	8
0	4
0	0
7	9
0	95
2	7
3	1
0	0
0	0
0	0
9	0
6	3
0	1
0	0
0	0
0	0
0	0
8	56
15	18
23	40
19	7
0	0
10	2
4	0
0	0
1	0
0	0
1	2
0	0
20	3
0	0
0	23
0	26
24	19
0	5
0	181
0	181
0	0
0	8
3	4
0	0
0	2
6	16
0	2
1	0
0	0
10	2
5	17
4	74
12	70
1	3
76	200
18	0
0	0
1	2
2	6
1	12
1	14
4	7
3	13
0	0
0	0
0	0
3	0
0	0
0	0
0	0
