UniqueCount	AmbigCount
2	66
4	41
1	65
0	63
5	343
63	1501
162	384
28	505
23	60
593	1525
231	989
1142	97
6	8
0	2
0	0
83	164
19	126
11	76
3	6
0	0
11	8
0	4
4	10
4	5
0	0
3	50
0	1
0	1
0	7
0	4
2	3
1	3
3	1
6	11
5	2
6	106
1	0
2	58
1	1
0	0
0	12
8	19
3	0
0	9
0	0
19	4
6	6
0	0
0	21
1	34
0	6
25	111
16	70
1	15
0	0
0	0
0	39
2	46
0	0
2	2
3	6
1	1
0	1
1	3
0	12
13	8
0	10
1	24
1	13
0	3
4	12
1	0
0	49
0	56
0	56
5	63
0	0
0	2
0	1
22	57
0	0
1	0
13	0
1	9
1	9
6	4
15	75
0	5
45	231
0	152
1	131
3	172
20	9
6	12
3	1
7	322
1	152
2	229
22	6
0	1
0	40
0	0
0	17
0	0
0	0
0	0
9	67
0	623
139	952
3	444
0	140
3	140
4	345
7	13
0	4
141	934
0	7
0	1
2	4
0	0
0	2
0	9
39	118
0	0
1	2
3	10
1	8
0	10
3	5
1	12
4	0
0	0
4	0
0	543
11	691
9	1
13	5
0	6
1	16
0	17
1	389
2	384
0	0
0	0
1	1
0	0
3	197
5	34
7	94
1	173
33	148
0	172
0	0
0	17
0	1
1	1
12	144
10	153
0	3
2	95
0	2
1	94
0	0
0	0
297	3
0	375
0	344
0	385
0	355
4	0
3	345
0	0
5	657
4	320
1	0
0	0
0	0
5	0
0	0
0	0
1	0
3	0
1	0
0	0
0	2
1	0
0	0
4	0
2	2
6	2
2	1
0	0
3	9
1	2
4	0
0	0
0	0
0	1
0	26
0	12
0	12
0	26
0	6
4	7
1	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
8	0
0	0
0	0
2	2
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
3	7
0	0
219	161
0	375
13	366
64	0
0	4
0	0
1	0
0	0
0	1
0	0
43	3
25	31
8	2
5	0
43	22
0	0
2	0
0	0
0	0
3	2
3	0
7	3
0	2
0	0
0	0
5	0
1	7
1	0
4	7
0	3
0	6
3	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
2	150
37	295
0	0
4	6
0	0
1	5
0	0
2	2
0	2
6	0
98	1
0	214
1	267
0	3
1	0
31	17
1	3
0	0
0	0
1	0
0	0
0	0
0	26
0	2
12	43
1	0
9	2
6	0
8	10
174	5
6	0
0	0
0	0
0	0
0	0
1	1
9	2
0	0
0	2
0	1
0	0
0	0
0	5
4	1
3	0
2	2
0	0
2	10
4	69
0	0
0	56
0	16
1	29
34	34
0	0
0	2
5	0
0	0
0	0
0	0
0	0
1	0
0	3
6	0
222	3
0	0
0	0
9	2
0	0
1	1
0	6
0	0
0	0
0	0
0	1
4	0
0	1
0	0
0	0
0	0
2	3
2	2
0	0
0	2
3	2
3	0
16	0
0	0
1	0
49	8
0	0
3	8
0	8
0	6
0	0
0	0
0	0
3	0
16	22
16	3
0	0
0	32
1	9
14	45
1	17
0	0
0	0
0	3
6	3
10	2
3	1
0	0
0	0
6	3
3	2
1	2
0	4
7	0
2	0
8	12
19	12
2	3
1	0
1	0
2	3
13	18
19	2
0	0
0	0
91	42
0	0
0	31
22	2
23	135
0	4
0	4
1	2
0	3
0	4
4	1
0	29
0	0
0	0
0	0
0	0
0	2
2	0
11	1
0	0
0	0
0	0
0	0
0	0
17	136
0	53
72	112
3	2
12	2
7	5
2	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	50
0	42
1	36
0	0
0	14
0	14
0	0
