UniqueCount	AmbigCount
0	41
1	25
3	41
0	42
6	2105
179	1338
217	2262
0	17
12	32
1204	3172
0	47
44	5
7	4
0	0
0	0
18	51
0	40
14	46
3	7
0	0
5	9
0	5
9	3
0	0
0	0
1	37
1	0
1	5
0	2
4	7
0	7
4	8
0	1
0	0
1	2
2	128
0	0
5	89
0	0
10	2
0	13
0	13
4	0
0	6
0	0
10	4
0	0
0	0
0	26
4	39
0	6
43	174
40	95
0	9
0	0
0	0
0	38
0	47
0	0
2	3
0	0
0	1
2	3
6	10
0	27
29	19
0	18
11	51
6	34
0	7
3	12
0	0
7	43
1	24
0	25
0	4
2	0
0	1
0	0
11	39
0	0
7	1
0	0
0	33
0	27
4	1
39	88
0	8
58	134
0	66
0	58
1	301
34	0
2	6
1	1
3	155
1	77
0	110
14	1
1	0
0	20
0	4
0	20
0	0
4	0
0	0
12	53
0	464
129	766
7	397
0	123
4	157
7	248
8	7
0	1
174	921
1	0
0	0
9	0
0	0
0	0
0	0
10	59
0	0
5	3
11	14
0	13
0	13
1	7
0	12
1	4
0	0
6	0
4	218
11	275
14	0
3	5
0	6
0	15
1	7
0	510
0	503
0	0
0	0
0	0
0	1
0	117
0	22
1	60
0	128
32	113
1	123
0	0
0	15
0	0
1	2
14	81
9	86
0	2
2	71
0	1
1	72
0	1
3	0
248	1
0	213
0	190
0	212
0	189
1	0
4	188
0	0
2	1273
2	678
0	0
1	0
8	6
34	245
0	0
0	0
1	0
5	0
1	4
0	0
0	0
0	0
0	0
1	0
0	1
2	0
2	0
0	0
1	6
1	2
0	0
0	0
0	0
0	5
0	36
0	25
0	36
0	47
0	1
2	2
0	0
0	0
0	0
5	1
0	0
0	0
0	0
0	0
0	0
1	0
2	2
16	0
0	1
0	1
1	1
0	0
1	0
0	0
0	0
4	0
0	1
0	0
0	0
5	7
0	0
192	132
0	279
4	278
24	0
0	6
0	0
0	0
0	0
5	0
0	0
23	1
8	12
0	0
9	2
35	19
0	0
0	0
0	0
0	0
1	0
2	0
0	0
0	0
0	2
0	0
0	0
2	5
0	0
1	5
0	6
1	8
0	0
5	0
0	0
0	0
0	0
0	3
2	4
5	0
0	0
3	0
1	0
8	2
0	0
3	4
0	0
0	0
0	0
5	0
73	0
0	48
0	65
0	4
0	0
3	9
3	0
2	0
4	2
0	5
2	0
0	0
7	29
0	19
2	10
10	10
8	0
1	3
2	3
120	1
0	0
0	0
0	0
2	0
0	0
3	0
0	3
0	0
0	0
4	1
4	0
0	0
0	0
1	0
1	0
4	1
2	0
10	6
3	32
3	0
5	36
0	14
0	20
1	15
0	0
3	0
10	0
0	0
0	0
8	29
1	23
0	0
0	1
5	0
109	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	3
1	0
1	0
4	2
0	0
0	0
6	0
0	0
8	0
0	0
0	6
1	6
4	1
15	0
1	0
0	0
1	2
0	0
0	1
0	1
4	8
0	0
0	1
0	0
7	0
9	16
19	0
0	0
0	13
0	2
4	15
0	9
0	0
4	0
0	1
2	0
0	1
4	1
1	0
0	0
1	0
0	0
0	0
0	2
1	0
1	1
9	13
5	1
0	0
0	0
1	0
0	0
25	19
45	8
1	1
5	2
441	137
0	1
0	104
39	1
0	2
0	1
0	2
0	2
0	1
0	2
11	2
0	46
0	0
0	0
0	0
0	1
0	9
0	3
5	1
0	1
0	1
0	0
0	0
0	0
2	20
0	5
13	22
