UniqueCount	AmbigCount
0	60
8	31
3	60
0	59
14	3353
185	834
431	3439
68	940
114	15
220	668
338	1192
4636	331
13	2
0	1
0	0
0	34
9	32
85	55
3	10
11	7
28	15
0	7
0	5
0	0
0	0
0	10
0	0
1	7
1	7
1	4
0	5
0	4
0	3
0	0
6	0
3	88
1	3
11	77
0	0
0	0
0	11
6	9
12	0
0	1
0	0
14	4
1	9
0	0
0	22
4	34
0	6
87	75
7	141
0	11
0	2
14	42
0	51
2	57
0	0
0	0
0	0
0	3
0	1
0	1
0	8
7	0
0	7
2	12
0	2
0	0
0	0
7	0
0	31
0	91
1	94
0	26
7	0
1	4
0	0
0	33
1	1
11	3
37	1
0	140
0	119
4	1
30	124
1	15
214	293
0	95
19	87
0	0
12	0
1	4
0	0
7	240
39	156
0	139
1	3
3	0
6	36
0	5
1	28
0	1
1	1
2	1
16	79
0	734
177	1182
10	606
0	180
8	199
8	370
7	18
0	3
26	1699
3	0
8	3
4	2
0	0
1	1
0	0
77	710
0	0
1	2
9	6
0	5
2	6
2	8
0	12
0	0
0	0
9	0
46	346
19	394
58	3
107	4
2	2
0	11
0	4
0	347
2	349
0	0
0	2
6	14
7	2
2	200
3	40
6	75
0	142
52	152
0	138
0	0
0	1
0	1
0	0
0	52
0	50
1	0
2	86
0	2
0	84
1	1
2	1
339	3
0	368
0	350
0	361
0	342
3	1
6	347
0	0
1	1002
7	489
0	0
2	0
0	1
3	1
2	0
2	0
0	0
1	0
0	1
15	5
1	3
0	0
6	0
4	2
13	6
0	0
2	0
0	0
2	5
3	0
2	0
3	0
0	0
0	8
0	64
0	46
0	56
0	74
1	9
12	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	7
4	0
0	0
11	0
0	17
8	17
6	22
5	2
0	0
1	2
0	0
0	0
0	0
0	0
1	0
1	13
1	0
228	184
0	351
6	334
46	0
0	5
0	0
8	3
0	0
0	0
1	0
25	2
9	47
0	0
9	14
47	9
4	1
4	0
0	0
0	0
3	0
3	0
1	0
0	0
1	0
1	0
0	0
4	5
0	0
1	5
3	10
3	16
6	0
0	0
0	0
3	11
4	8
0	0
0	0
0	0
0	0
1	4
0	0
12	0
0	0
0	2
0	0
0	0
0	0
6	3
114	0
0	166
5	210
6	7
1	0
22	6
0	0
0	0
4	0
0	0
0	0
0	0
0	13
0	0
22	31
0	0
4	1
9	1
4	2
305	6
0	0
2	1
0	0
0	0
0	0
9	1
0	0
0	0
4	2
3	2
3	2
0	0
3	10
1	2
1	0
0	0
0	0
1	5
1	6
0	0
0	1
21	16
0	3
13	8
7	0
0	2
5	0
0	1
2	0
0	2
1	2
0	0
15	8
3	1
208	2
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	1
16	0
0	0
10	0
0	0
0	4
0	5
0	0
12	1
0	0
1	0
3	4
1	0
0	0
0	0
32	3
0	0
4	3
0	0
6	0
23	33
22	3
0	2
0	33
1	11
22	38
0	29
1	1
0	0
0	4
5	0
13	4
3	2
0	1
2	0
0	2
2	2
0	0
0	4
5	0
0	0
1	2
8	0
1	0
1	0
4	0
0	0
29	21
0	39
17	100
176	13
4	0
3	67
0	0
0	0
0	0
17	20
0	11
0	2
1	18
0	6
0	0
0	20
0	0
0	0
0	0
0	0
0	5
0	0
8	0
3	1
1	5
0	0
0	0
0	0
0	16
5	5
4	14
0	0
0	1
10	2
0	0
0	0
0	0
0	0
0	0
0	0
12	4
0	0
0	34
1	31
10	18
10	6
0	2
0	2
1	0
2	4
23	15
0	0
3	37
0	0
1	37
0	0
2	16
10	7
0	0
4	63
8	65
1	6
44	196
42	11
0	0
1	1
0	14
22	28
3	27
2	5
0	1
0	0
0	0
4	0
2	0
0	0
2	1
12	2
0	0
0	0
0	5
1	1
87	4
1	0
0	0
3	3
0	256
1141	267
0	0
0	0
0	0
8	10
0	2
2	0
0	0
0	0
0	0
0	0
0	1
2	4
1	1
0	0
1	0
0	4
8	4
0	0
0	0
0	0
0	0
129	0
35	1
6	17
0	9
2	2
8	0
1	0
3	0
0	0
0	0
7	0
2	0
3	0
0	0
0	8
0	14
0	11
15	4
0	0
0	0
0	0
2	0
1	0
2	2
0	0
0	0
177	62
0	0
1	0
1	0
0	0
0	0
0	1
0	0
0	0
11	4
1	3
0	18
0	0
1	0
0	1
0	0
1	0
0	0
0	0
4	13
0	12
1	12
2	0
1	0
0	0
0	0
0	16
9	18
24	45
0	1
0	0
3	0
23	13
0	7
0	0
11	3
1	0
10	4
1	4
4	20
0	35
0	38
0	162
1	167
0	0
0	0
1	0
5	3
0	3
2	0
0	0
0	0
0	0
8	0
0	8
0	1
1	0
14	9
1	1
0	0
24	1
0	0
0	0
0	0
0	0
7	8
0	8
0	11
10	13
5	6
2	13
40	108
16	58
9	20
29	36
1	0
0	2
3	2
0	0
1	0
0	0
0	0
7	0
3	0
1	6
0	0
42	568
4	75
2	3
6	0
0	1
6	6
7	12
0	0
1	0
7	18
18	26
0	0
0	2
9	11
8	11
0	17
6	8
2	6
0	0
0	0
0	0
0	0
5	12
2	8
4	24
74	128
0	0
0	0
2	0
2	0
0	559
0	900
9	816
0	577
0	920
0	667
5	0
60	97
10	25
0	0
1	1
1	0
6	7
3	3
2	1
0	6
14	18
0	0
0	0
25	2
0	0
9	2
15	6
0	68
0	0
0	0
1	2
0	0
0	0
0	0
10	39
0	0
0	0
0	0
0	0
0	0
1	1
10	11
17	3
5	6
0	241
0	237
15	167
0	454
0	449
2	69
0	0
2	0
0	0
0	0
10	125
0	57
1	2
12	249
0	0
1	0
13	2
101	131
83	68
1	68
15	12
8	0
2	0
0	0
4	1
62	65
59	209
0	0
0	0
557	718
0	0
0	0
0	3
0	0
0	0
0	0
0	3
1	9
8	38
1	2
0	35
6	1
1	0
1	114
10	45
0	114
4	0
18	8
4	8
3	1
1	0
0	0
0	0
0	1
3	1
0	2
0	0
0	0
0	0
0	0
0	0
1	2
5	2
1	0
0	0
16	3
1	31
5	42
5	51
8	53
0	0
0	0
2	2
0	1
2	0
64	36
0	0
0	3
0	0
0	0
9	2
45	251
0	18
0	5
1	49
6	47
1	0
2	4
2	1
0	0
22	1
0	0
1	1
0	0
0	1
0	0
0	0
0	0
85	19
0	4
0	1
0	0
0	0
0	5
5	2
0	5
3	1
0	0
7	4
0	0
0	0
15	13
6	8
2	6
7	3
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
3	18
52	55
0	0
143	11
26	27
2	9
0	0
0	0
0	0
4	0
0	0
0	0
14	33
1	30
2	0
0	0
0	0
1	0
0	0
9	59
2	2
0	0
0	0
32	1
0	10
10	15
